System,Setting,Bucket,Theme,Tweet,anno_1,anno_2,Agree,tiebreak_1,tiebreak_2,,,,,,,,
Fang,Async,25-50,ActionAgainstDemSpending,"Winter weather is right around the corner, and if we've learned anything from our most recent ice storms, it's that Americans need stable natural gas to heat their homes. #EnergyForAll

Unfortunately, left-leaning lawmakers in D.C. want to emulate the nations of Europe that have sworn off fossil fuels despite the damaging economic impacts and trauma felt by those living at or below the poverty line. Increased heating costs pose a real threat for struggling families, and this temporary price inflation could become permanent if those in control of Congress have their way. 

Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/2Z1gXlR. ",0,1,FALSE,1,,,,,,,,,
Fang,Async,25-50,IndigenousAndBlackAdvocacy,"The giving of buffalo hides and robes traditionally represented love, peace and respect; however, when buffalo were exterminated the art of star quilts began. Star quilts feature the morning star which is found in the direction from which spirits travel to earth and is a link between the living and the dead. We chose to include this design on our Iyoha.co merchandise, as a recognition and acknowledgement of our Anpetu Wi, 'Morning Light' wind farm project. 

Learn more: https://iyoha.co/. ",1,1,TRUE,,,,,,,,,,
Fang,Async,25-50,PassBidenAct,"💯💯💯
“President Joe Biden recently called climate change the existential crisis of our time. He’s right. Now let’s act like it.”

Please join MCV in calling on Maine's federal delegation to invest in bold climate solutions, grow clean energy jobs, and make sure communities are not left behind in this transition. TAKE ACTION HERE >>  bit.ly/3hrLJd3. ",1,1,TRUE,,,,,,,,,,
Fang,Async,25-50,AntiOilPolitician,Boston may have just taken one of the biggest steps of any major city in the country toward reducing its greenhouse gas emissions. Learn more:.,0,0,TRUE,,,,,,,,,,
Fang,Async,25-50,AntiPropertyTax,"Read the latest breaking news.
Next thing is the teachers union will want to tax our homes 🏡 to bail out their bad financial decisions.

Just like the  Bellbrook- Sugarcreek union is demanding the community pass this unbelievable, $22,540,000.00 property tax levy,  to cover their lavish wages, Cadillac benefits, bonuses, pensions, and Pickups. 

Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021. Be a good neighbor and VOTE NO, for the 4th time on May 4th!

NO MEANS NO!

https://www.daytondailynews.com/local/teachers-pension-fund-loses-525m-on-panda-power-deal/C4ZMA4GUWVHIZH6QV4NJGGC6UI/. ",1,1,TRUE,,,,,,,,,,
Fang,Async,25-50,ProUSOilIndustry,"President Biden urges OPEC to raise output, and the American oil industry is not pleased. ""You'd think the first place you would go would be American producers, rather than OPEC, which literally held this country hostage for decades because they were our top supplier,"" API President Mike Sommers told CNN Business.

https://www.cnn.com/2021/08/13/business/gas-prices-biden-opec/index.html. ",1,1,TRUE,,,,,,,,,,
Fang,Async,25-50,ProtectRivers,"Your legislator, Representative Kerry TIpper, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!",1,1,TRUE,,,,,,,,,,
Fang,Async,25-50,TPUSAAd,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses Dr. Fauci funding experiments on live puppies, details about Alec Baldwin’s on set shooting, racial audits within Citigroup bank and more! 

The TPUSA LIVE team is joined by host, Jon Root, and special guests Adrienne Ferguson, Savannah Craven, Dr. Sean Oschenbein, and Dylan Lindberg who will talk about first responders, Kyrie Irving, #BeagleGate and more!

Freedom Papers host Morgan Zegers sits down with Congressman Gosar as they discuss Federalist 29, issues of state militias, standing armies, and more!

We will wrap up the show with POPlitics with Alex Clark as she dives into the Alec Baldwin shooting, potty mouth politics, Ricky Gervais slamming woke culture AGAIN, and more!",1,1,TRUE,,,,,,,,,,
Fang,Async,25-50,EVCharging,"As we enter the summer season, we think of heat, hotdogs and hurricane season. Now is the time to start gearing up for hurricane season. Click here to learn more about how you can get #HurricaneReady: https://gov.texas.gov/hurricane.",0,0,TRUE,,,,,,,,,,
Fang,Async,25-50,OilTheft,"Our driver also reported another #oiltheft on August 20, at Two Brothers Pizza in Laurys Station, PA, where this Buffalo Biodiesel vat had been broken into and robbed, the lock and lockbar torn out. Buffalo Biodiesel recycles the used cooking oil to make environmentally sustainable biofuel—instead, it’s being targeted by organized crime rings across state lines. Please report any relevant information to PA State Police and help us stop these criminals. 
WFMZ lehighvalleylive.com The Morning Call The West End Reporter Pocono Record Times News Lehighton The Valley Ledger. ",1,1,TRUE,,,,,,,,,,
Fang,Async,25-50,pro-2A,"Will you chip in $25 to support re:power alumni like, Baltimore City Council Member Kristerfer Burnett? Re:power’s Progressive Governance Academy gives progressive elected officials space to develop and develop leadership and governance skills.",0,0,TRUE,,,,,,,,,,
Fang,Async,25-50,donations for climate change,Scientists say climate change has caused the Northeast to become the fastest-warming region in America.,0,0,TRUE,,,,,,,,,,
Fang,Async,25-50,solar energy,"Wondering why our electrical bills have gone up? It isn't because of delivery aka CMP, or Versant. It is the increase in cost associated with natural gas. 

""In Maine, electric utilities are not allowed to also generate power. That was a result of deregulation in the late 1990s. Most electric bills come from CMP or Versant, but only half of the monthly payment is for those companies that deliver the power. The rest goes to whichever company the customer has chosen to supply their electricity. For most people, it’s the standard offer, negotiated annually by the PUC.""

https://www.newscentermaine.com/article/money/business/most-mainers-face-big-electric-bill-hikes-next-year-power-money-increase-wallet/97-8d9b87e5-b7bc-470c-92c1-23428458be7d. ",0,0,TRUE,,,,,,,,,,
Fang,Async,25-50,advocating for city level politics,The Iowa public school system has MANDATED Critical Race Theory and Dennis reviews a shocking document that the state’s teachers are forced to use. Watch the full episode at PrageU.com.,0,0,TRUE,,,,,,,,,,
Fang,Async,25-50,political activism to oppose climate change,"On July 20, our driver also reported #oiltheft at Kelley's Creamery in in Dover Plains, NY, where this Buffalo Biodiesel vat had been broken into and robbed—one of two #oilthefts in Dover Plains that same day. Buffalo Biodiesel recycles the used cooking oil to make environmentally sustainable biofuel, but organized crime groups are intentionally targeting our ""Ma and Pa"" suppliers across state lines. Please report any information to New York State Police  and help us stop this rising wave of rampant oil theft.
Poughkeepsie Journal  Poughkeepsie Journal Media Daily Freeman  News 12 Hudson Valley  Spectrum News 1 Hudson Valley  ABC7NY  CBS New York Organized Crime and Corruption Reporting Project The New York Times New York Post. ",0,0,TRUE,,,,,,,,,,
Fang,Async,25-50,criticism of liberal tax policy,"Safe, responsible oil and natural gas production helps teachers like Ashley do what they do best: help New Mexico students learn.",0,0,TRUE,,,,,,,,,,
Fang,Async,25-50,indigenous climate justice,"Crisis at the Border: Immigration Policy Failures

As conditions at the southern U.S. border continue to deteriorate, the Biden administration is making excuses instead of acting decisively. What can be done to stem the tide of illegal immigration? We’ll discuss real solutions—including building more border wall using stimulus funds.

Speakers

Kevin Roberts, Ph.D. (Moderator) – Executive Director, Texas Public Policy Foundation
John Zadrozny (Panelist) – Senior Fellow, Rule of Law Defense Fund
Alfonso Aguilar (Panelist) – Executive Director, Latino Partnership for Conservative Principles
The Honorable John Hostettler (Panelist) – Vice President of Federal Affairs, States Trust, Texas Public Policy Foundation. ",0,0,TRUE,,,,,,,,,,
