ID,System,Setting,Bucket,Theme,Tweet,Anno1,Anno2,Anno3
127,Pacheco,Async,25-50,NewsarticlesaboutCOVIDvaccineprogress,@AnnGrayCheryl @SwainForSenate @DeSantisFan1998 Right. The vaccine works so well. 😂😂😂😂😂😂. https://t.co/wRn6jHA8Kw,0,0,
128,Pacheco,Async,25-50,Praising_frontline_healthcare_workers,"Civic Leaders @Astro_Flow Astronaut Leland Melvin encourage others to take #COVID vaccine, lean on science &amp; healing for all in community.  https://t.co/NB49ChM6fY",0,0,
129,Pacheco,Async,25-50,Praising_Government_Leadership,"@SCAshenis @DrEricDing @Walmart @Starbucks @Disney Yes. I don't think COVID vaccine is on that list in Texas. Some parents don't allow their kids to be vaccinated on religious grounds. Fortunately, some districts in Houston are offering students the vaccine at school. #Blackmail",0,0,
130,Pacheco,Async,25-50,ProCOVIDvaccine,Gallatin County COVID-19 cases continue upward swing; vaccine rollout accelerates https://t.co/zLyHARzowU,0,0,
131,Pacheco,Async,25-50,Promoting_covid_related_news_articles,"So excited about the 3rd Covid-19 #vaccine from @JNJInnovation ! As a caregiver for a cancer patient, this is why science &amp; research are so vital! @SenTinaSmith",0,0,
132,Pacheco,Async,25-50,Providing_resources_to_those_who_are_not_involved_in_the_covid_debate,Check out this cartoon https://t.co/ulvx1NupfY via @TheWeek,0,1,1
133,Pacheco,Async,25-50,Providing_resources_to_those_who_are_not_involved_in_the_covid_debate,Source: https://t.co/a0cD3FE5tW.,1,0,1
134,Pacheco,Async,25-50,ReceivedfirstdoseofCOVIDvaccine,"Yipeeee!
My husband is finally scheduled for a #Covid #Vaccine!",1,1,
135,Pacheco,Async,25-50,ReceivedfirstdoseofCOVIDvaccine,"Got my first covid vaccine today
#TMSHASGRIT https://t.co/wt6o1hYfjP",1,1,
136,Pacheco,Async,25-50,Receiving_first_dose_of_covid_vaccine,thinking about how i’m getting the covid vaccine on thursday 🥰,1,1,
137,Pacheco,Async,25-50,Receiving_second_vaccine_dose,Two weeks post-second COVID vaccine. #FullyVaccinated,1,1,
138,Pacheco,Async,25-50,RepublicansresponsibleforCOVIDdeaths,@gophersnyankees @ByKristieAckert That’s not how it works. https://t.co/MDLAceEpD0,0,1,0
139,Pacheco,Async,25-50,Saying_that_you_can_still_get_covid_if_you_have_the_vaccine,"@SabreMatt @buda3915 There is no “COVID vaccine.”  What you deceitfully call one is a mechanism that causes your body to produce a spike protein associated with the original strains of COVID with the goal of priming the body’s immune response for future exposure.

It mitigates symptoms, not contagion",1,1,
140,Pacheco,Async,25-50,Skepticism_over_the_covid_vaccine,@Surgeon_General CDC left students knowingly in institutional ACES too high for 5 decades. 2020 sent students back to schools knowing ACES (sending children into clear and present ACES related Covid Death risk factors) with no viable vaccine &amp; Now want to give us a vaccine to save our lives.,1,1,
141,Pacheco,Async,25-50,Stating_that_the_vaccine_does_not_cause_covid,"@Bigtruck123456 @downtownkc The FDA also authorized the vaccine for emergency use. So saying that the very organization that says ""Getting vaccinated to prevent COVID-19 will help protect you from COVID-19"" is why you won't get the vaccine is a lame excuse.",0,0,
142,Pacheco,Async,25-50,The_vaccine_does_not_work_because_you_can_still_get_covid,Why TF are we opening schools in #Davis with this new variant and kids unvaccinated. My 21 yo is off to be tested this morning because his friend got Covid from a work colleague. His friend already received 1 dose of the vaccine!! @phylogenomics,0,1,0
143,Pacheco,Async,25-50,Vaccine_accessibility_and_distribution,All Iowans age 16 &amp; up now eligible for COVID-19 vaccine! https://t.co/gl5gEY4NPz,1,1,
144,Pacheco,Async,25-50,Vaccine_accessibility_and_distribution,"@jojolbaker I’ll just add that as Brian Williams said “Texas isn’t Vegas, what happens there doesn’t stay there.” All the Covid variants are there, and they will spread. All Texans should be allowed to get the vaccine. This is a crap tweet from Keith.",0,0,
145,Pacheco,Async,25-50,VaccineEfficacyDenial,"@TurkeyDinosaur_ @EmsedgeHorne @jennyeye That's where you're wrong. Those recovered from Covid are still encouraged by physicians to take the vaccine. The antibodies generated by the disease are strengthened by those in the vaccine.  You'll be wanting the Vax despite having contracted Covid. 
Take it.",0,0,
146,Pacheco,Async,25-50,VaccineEfficacyDenial,"I have natural immunity!!  I lived through Covid and have antibodies now. People like me don’t need a vaccine. We have the real deal!!! They never address this!!!!!! Yes, I’m shouting without all caps!!!!! https://t.co/4NPvXGBVIR",0,0,
147,Pacheco,Async,25-50,VaccineEfficacyDenial,"“The risk of hospitalization (was) eight times higher” among people with only vaccine-induced immunity, compared to people with natural immunity from having had Covid, with the Delta variant predominate.

https://t.co/YdhZIpJGDw",1,1,
148,Pacheco,Async,25-50,VaccineRefusal,I mean… I thought it was a cancer vaccine that caused the zombie apocalypse in that movie too but I still went and got the actual Covid vaccine.:: https://t.co/nWeCoDwzmD,0,0,
149,Pacheco,Async,25-50,VaccineSymptomReport,"Pfizer Covid vaccine day 3, no fever today just general body achiness",1,1,
150,Pacheco,Async,25-50,VaccineSymptomReport,the second dose of the covid vaccine makes you feel like shittttt deadass played myself i'm having the worst time,1,1,
151,Pacheco,Async,25-50,WhereToGetVaccine,"🚨🚨TODAY🚨🚨
There are more than 2,900 open COVID-19 vaccine appointments available in Cranston, more than 2,700 open slots at the Dunk in Providence, and over 470 at the Middletown mass vaccination site. 

AND walk-ins welcome at Providence &amp; Cranston sites! @Globe_RI https://t.co/UebWOB41uG",1,1,
152,Pacheco,Async,25-50,WhereToGetVaccine,@UWEauClaire and @echealthdept are offering a special three-day clinic May 4-6 to offer doses of the Johnson &amp; Johnson COVID-19 vaccine at Zorn Arena on the UW-Eau Claire campus. The one-dose vaccine will be available from 11 a.m. to 7 p.m.,1,1,
153,,,,,,,,
154,Pacheco,Async,0-25,AdvocateForVaccine,Guys if you need a covid vaccine! Here’s some info regarding the vaccination clinic at my work place. I am vaccinated! Now it’s your turn guys!!! Lets help each other to stop this 🦠 .. https://t.co/ooTZF3QqUY,1,1,
155,Pacheco,Async,0-25,Against_covid_disbelievers,Just saw where a firefighter passed away from Covid up here. Fifty years old. This person has been eligible for the vaccine since December. This didn’t have to happen. Get the damn vaccine.,1,1,
156,Pacheco,Async,0-25,AntiCovidVaccine,@UncleTacitus @govkristinoem Dude stop it... No one has said this.. Making up a false narrative.. Some businesses and airlines ask for a negative Covid test or proof of Vaccine because WE IN A PANDEMIC..... seriously do better,0,1,0
157,Pacheco,Async,0-25,AntiCovidVaccine,"@AmandaUtley2 @CDCgov I don’t claim to know more, but other people who do say he’s wrong.

He’s also promoting a medication for COVID that hasn’t actually been tested for it. Weird - I guess you’re okay with no clinical trials for that, but have a problem with the tested vaccine.",0,0,
158,Pacheco,Async,0-25,AntiDemocrat,@seanhannity Chinese Virus and Pelosi jumping the line to get the Trump Covid Vaccine,1,1,
159,Pacheco,Async,0-25,AntiRepublican,"Insanity.
Rand Paul says he won't get a Covid vaccine https://t.co/oJzksKepLl",1,1,
160,Pacheco,Async,0-25,AntiRepublican,"Recent work for Finland's largest paper @hsfi, exploring Covid-19 vaccine hesitancy in Mississippi, the least vaccinated state in the nation. For this article, writer @asberner spoke with both sides — supporters and opposers of the vaccine. https://t.co/IxJ7Gyikjh",0,0,
161,Pacheco,Async,0-25,BidenadministrationenforcingCOVIDvaccine,"Biden administration says COVID-19 booster shots will start Sept. 20

https://t.co/JbZBieUHG0",0,0,
162,Pacheco,Async,0-25,Covidvaccineaftereffects,The only reaction from the COVID vaccine has been a sore arm where I was injected at and a mild headache. Everyone has been telling me that I would probably get sick from the second shot. I’m glad they were wrong. https://t.co/ZJCGw6B5P8,1,1,
163,Pacheco,Async,0-25,COVIDvaccineonlyreducestheeffectsofCOVID,Idk why people think when you get the vaccine you don’t get covid... it’s like the flu shot. You’re getting flu from the shot to decrease the chance of getting it not preventing it...,1,1,
164,Pacheco,Async,0-25,Criticising_political_figures,@KevinKileyCA @Liberty_Ctr The original sin of this pandemic is the Republcan politicans and media personalities who politicized the COVID vaccine.,1,1,
165,Pacheco,Async,0-25,Criticising_The_President,@TomiLahren Many of the illegals have Covid but they mostly aren’t tested since the #DemoCommunists don’t want the answer nor the illegals immediately given the vaccine when invading.  It’s complete #Treason by Biden admin to have open borders during a pandemic. Should close the border ! https://t.co/Ps1vcmwCW8,1,1,
166,Pacheco,Async,0-25,Encouraging_getting_the_vaccine,"@SupJaniceHahn When vaccine rates slow more, know that you all contributed to that. There is now zero incentive to convince these people ‘cause you all just taught everyone nothing will change for them. Society will never reach “covid zero.” Stop pretending that’s the goal. It’s unrealistic.",0,0,
167,Pacheco,Async,0-25,Encouraging_people_to_get_the_covid_vaccine,"@CopperpotChestr @TadGhostal3 @WSJ @WSJopinion the vaccine if you haven’t already done so, whether or not you’ve had COVID-19. Our best hope of winning this contest with the virus is to get as many people immunized now as possible. That will save lives, and reduce the likelihood of even more variants appearing that might 2/3",1,1,
168,Pacheco,Async,0-25,Experiences_of_vaccine_side_effects,"Not gonna lie: the last 12 hours post-COVID vaccine have been rough. Chills, low fever, exhaustion, and just generally feeling crummy. I’m assured it will pass by tomorrow (and some of it already has). 

Regardless, one crap day is worth it. The body is an amazing thing.",1,1,
169,Pacheco,Async,0-25,Experiences_of_vaccine_side_effects,"My review after Covid vaccine # 2.....I feel awful - fever, chills, exhausted, body aches. 😣",1,1,
170,Pacheco,Async,0-25,Experiences_of_vaccine_side_effects,The second dose of the Covid vaccine is no joke. I’ve feel like I’ve been put through the ringer.,1,1,
171,Pacheco,Async,0-25,FDA_Approval_of_covid_vaccine,FDA authorizes Johnson &amp; Johnson’s single-dose Covid-19 vaccine https://t.co/0a9V8H4qq6 via @statnews,1,1,
172,Pacheco,Async,0-25,FDAapprovesCOVIDvaccine,very exciting to wake up to the news that the @US_FDA has fully approved Pfizer’s covid-19 vaccine. also very exciting to see @US_FDA twitter bio https://t.co/Uq5BDg5KcI,1,1,
173,Pacheco,Async,0-25,GettingtheCOVIDvaccine,Just walked by to ask if any left-over vaccines may be available &amp; to get on the wait list. Moscone Center COVID Waitlist will reopen on the 23rd.  #COVID19 #vaccine #ValentinesDay https://t.co/bE8U7G0TQk,1,1,
174,Pacheco,Async,0-25,GettingtheCOVIDvaccine,"New COVID vaccine appointments available for 98036 at Walgreen Drug Store, 20725 HIGHWAY 99, LYNNWOOD, WA. Make your appointment at https://t.co/W3ki0Bekd0",1,1,
175,Pacheco,Async,0-25,GetyourCOVIDvaccine,"One week after I get my 1st dose of the COVID vaccine, I get this.  #shoulditellthem @ Fort Lauderdale, Florida https://t.co/E91vbHNLuH",0,0,
176,Pacheco,Async,0-25,GotVaccinated,"I am Fully Vaccinated now.... It's time to return to the normal life.... hopefully... very soon. 🙏🏾 Gonna celebrate a little at ICCON Park on I-Drive in Orlando, FL. #vaccinationdone✔️ #vaccine #health #safety #life #lifestyle #medicine #orlando #return #pfizer #covid_19 https://t.co/qqDfKMEsqU",1,1,
177,Pacheco,Async,0-25,HealthcareWorkers,"@lifebiomedguru @PatriotRN10 @richardursomd Could this be part of it?

https://t.co/s9PjSVd310",0,0,
178,Pacheco,Async,0-25,Information_about_covid_vaccine_availability_and_appointments,"New COVID vaccine appointments available for 98126 at Walgreen Drug Store, 6330 35TH AVE SW, SEATTLE, WA. Make your appointment at https://t.co/W3ki0Bekd0",1,1,
179,Pacheco,Async,0-25,NegativeviewonTrump,@SeniorMoments17 @PrestonsTrey @Reuters Add this dramatic God-Awful tweet to your senior moments. (https://t.co/SHnt0HeBkp),0,0,
180,Pacheco,Async,0-25,NewsagenciesreportingontheCovidvaccine,"“I stood in line at a Baptist church early on a Saturday morning to get my second COVID vaccine shot. When I walked out of that church, I felt the walls of my world expand &amp; sensed freedom rush back in. With it came my old companion: restless dissatisfaction.”

Beautiful &amp; timely https://t.co/jXHuGU02nj",0,1,1
181,Pacheco,Async,0-25,NewsarticlesaboutCOVIDvaccineprogress,COVID-19 Myth vs. Fact: Vaccine Hesitancy Home Study https://t.co/2ykgENQ72Y #covid #vaccinehesitancy #twitterx,0,1,0
182,Pacheco,Async,0-25,ProCOVIDvaccine,"@OutBoulder County is conducting a brief, anonymous survey about thoughts and needs regarding the COVID-19 vaccine to help them better serve the community!

Go to https://t.co/EcTp111ETW",0,0,
183,Pacheco,Async,0-25,ProCOVIDvaccine,"@KariLake @gcu @AllianceDefends For over a year and a half nurses were allowed to work with patients, including those with covid. Now suddenly they can't work unless they get an experimental vaccine that does not prevent becoming infected or the spread of the virus.

This is not science based or logical.",0,0,
184,Pacheco,Async,0-25,Promoting_covid_related_news_articles,The United States of Confusion #CovidVaccine #vaccine #Covid_19 https://t.co/DCZCNVmiDZ,1,0,1
185,Pacheco,Async,0-25,Promoting_covid_related_news_articles,"I’ve been quiet on here the last few months, so I am going to kick things off by sharing something I have been looking forward to sharing for a very long time.

Second COVID-19 vaccine dose = ✅

Time to start the next chapter 🙂

#CovidVaccine https://t.co/qwFHuBDg0E",0,0,
186,Pacheco,Async,0-25,Providing_resources_to_those_who_are_not_involved_in_the_covid_debate,"@Noodle_Keg @lightstix1 @CNN Just incase you don't like NYT

https://t.co/ODoSood4T6",0,0,
187,Pacheco,Async,0-25,Providing_resources_to_those_who_are_not_involved_in_the_covid_debate,"@Kaleb27895390 @FoxNews Like this one? LOL
https://t.co/u4sKWKhSV8",0,0,
188,Pacheco,Async,0-25,ReceivedfirstdoseofCOVIDvaccine,Got my second covid vaccine!! Yay 😊 https://t.co/oFbtWdUE3y,0,0,
189,Pacheco,Async,0-25,ReceivedfirstdoseofCOVIDvaccine,I finally have a Covid vaccine scheduled 😭🙌🏻❤️,1,1,
