theme	top_25_tweets
ClimateChangeMovements	"This ""Guest View"" was submitted to the Portsmouth Herald.

GOODBYE, “CITY OF THE OPEN DOOR?”

For over half a century Portsmouth has taken pride in calling itself the “City of the Open Door.” After living in the city for almost four decades, I worry that that sentiment is being eroded. Mayor Becksted’s recent political and ideological appointee to the Zoning Board of Adjustment, David MacDonald, said during a meeting in July: “I think there are enough places to live for the people of the city to live here. It's people who aren't here, who wish they were, who are who are sensing a shortage of housing. I don't think there's a shortage of housing.” I’m sure MacDonald was sincere, but that’s the problem: he clearly does want to pull up the drawbridge and keep others out. He is comfortably settled here himself but not comfortable with building more homes for others who’d also like to live and work in Portsmouth. 

There’s an ad circulating currently on social media — paid for by a group called “Preserve Portsmouth” — that features an unattractively composed photo of an unfinished section of housing in the West End Yards project and asks people: “Do you want to turn Portsmouth into this?” The “this” happens to be the homes of people who have moved or are moving into town. More than likely these newcomers are very happy to be here and have a place like Portsmouth to call home. The ad supports the re-election of Mayor Becksted, councilors Huda, Kennedy, Trace, and Whelan, as well as first-time candidate Greg Mahanna. It is hard for me to believe they signed off on that message, but their names are there. This is not the voice of the “City of the Open Door.” It’s the opposite of the welcome mat. We have a real housing crisis in our city. We need housing for all. More than ever, our wildly attractive city needs a comprehensive policy framework, including reformed zoning ordinances, that is pro-housing and manages growth through smart land use.

Four years ago during a public session to consider the final phase of development in the North End business, residential, and hotel district, our mayor — then prospective councilor Rick Becksted — stated that he thought “our beautiful city [had] disappeared.” I have no doubt at all that in conveying a sense of loss his comment was heartfelt. But if he’s talking about the city’s physical landscape, he’s been living in a different city than I have. What I’ve seen disappear are large tracts of asphalt parking lots left behind by urban renewal and open weed-covered lots. We can have different ideas about the importance of building height being two, three, or four stories. We can argue about aesthetics. But to my knowledge we haven’t sacrificed a single historic building to new projects. In fact, our stock of historic buildings has probably never been in better shape, often renovated by newcomers and insulated for the 21st century. The changes have also added to our tax base during a time when we lost over $90 million of taxable value when the Schiller Power Station was deregulated and sold. You may think your taxes are high now, they would be higher still without the revenues created by new projects.

Combined, the sentiments of Mayor Becksted and MacDonald provide an insight into the mindset of the mayor’s majority voting bloc on the current council. It also explains the motivation for many of the mayor’s recent ideological appointments to the land use boards, all supported by his voting bloc consisting of Councilors Huda, Kennedy, Whelan, and Trace. They haven’t given the housing issue priority. In fact, since they took office, there’s been a proposed moratorium on housing development, some of them have tried to delay (at the expense of the city’s largest nonprofit) a much-needed affordable public housing project, and they’ve intervened in land use processes — speaking “as residents” — to stall or block specific projects that would provide housing. Pro-housing policy-making should have been the first order of business when the current council term began.

Portsmouth is of course far more than its buildings; it has character and a social fabric. It has a collective way of life, a quilt made up of unique neighborhoods, each with its own personality. And the city has a larger identity that is constantly evolving, something I’ve witnessed in my time here. For some residents, like the mayor, the rate of rapid change has brought with it a sense of something lost. And it’s true that the old social fabric has in some cases grown thinner -- new buildings have appeared and new people have moved into the neighborhoods. While residents may be happy with the increase they’ve seen in the value of their homes, it’s also easy to imagine how change could create fault lines and disorientation in the community. It’s not difficult to see how gentrification rubs both ways: older homes are renovated and streets improved, but something older and familiar has gone. Maybe that’s what the mayor meant. We all have to respect that sentiment but it shouldn’t derail us from creating a different vision. We can’t stop the march of time. A new identity is emerging and we have the chance to shape it with intention.

The coming election is especially important because the city again finds itself again at a significant  crossroads. The mayor and MacDonald want the city to retrench. Many others, including the younger generations, families, long-term residents who embrace change, and newcomers, accept the inevitability of future growth, and are not afraid of it. In fact, the challenge is one of how best to manage it to the benefit of the entire community. With skilled leaders and a clear vision of what we want to become, it is possible to balance growth with quality of life. Voters have an opportunity in a few days to elect some new leaders with knowledge and imagination who can help get us there. At the very least we need to establish a shared understanding of this moment in history and then move forward. On November 2  the voters get to choose leaders who will respect history, while moving the city forward.

Gerald Duffy
October 20, 2021. "
BuildBackBetterActCampaign	Come learn about solar and renewable energy at our free Solar 101 class. Event will be located at the Moore Public Library in Meeting Room A. This library is a part of the Pioneer Library System. Dinner will be provided from Chick-fil-a!
ClimateChangeMovements	"""if trouble must come, let it come in my time so that my children can live in peace.""

The time is now for parents to stand up for their God-given rights as American Citizens. No one ever agreed to  ""Co-Parent with this Government or our power-hungry, School board President David Carpenter,  or with our arrogant Million-Dollar Superintendent Doug  Cozad.

When was the teachers union appointed to be put in charge of overseeing/dictating to parents what to was best for their children's health?

Every Parent needs to heed the call to action.

Election Watch 21."
GoBold	Lake Mead provides water for 25 million people. Its water level has dropped 140 feet since 2000.
CleanOilAndGas	"""Notice how our policy-makers never tell us how much they think each new policy will reduce year 2100 global temperature or raise year 2100 GDP. The reason is that the numbers are tiny."" The gigantic numbers concern the resources we will squander until we follow numbers rather than fashions. "". "
BuildBackBetterActCampaign	Lake Mead provides water for 25 million people. Its water level has dropped 140 feet since 2000.
NuclearEnergyProvidesTaxRevenue	Pop quiz: what energy source provides crucial economic support through high-paying jobs and tax revenue, in addition to the zero-carbon energy it produces to empower local communities? Answer: Nuclear carbon-free power. https://bit.ly/3vvcfsM. 
PublicLandExploitation	Puerto Rico's history  colonial exploitation has kept its residents tethered to offshore fossil fuel companies.
AbandonedWells	Wildlife is severely affected by reduction of rainfall and a lack of water. Click here to learn more. #ProtectWater #NMpol. 
ClimateChangeMovements	President Biden: Shut down Line 5 and protect Wisconsin from being the next victim of a catastrophic oil spill.
AbandonedWells	Rittenhouse’s constitutional rights were upheld because Wisconsin courts, like Tennessee courts, still allow a balance of power between the judge and the prosecutor. 👇. 
RestoreVirginia	Our 2021 Innovation Fund winners are building innovations that center on the needs of all workers. To help their ideas succeed and flourish, each winner receives $150,000, mentorship, training, and organizational support. Learn how their ideas are driving systemic change:. 
AntiFossilFuelInfrastructure	"THE TEACHERS UNION EMBRACES CRITICAL RACE THEORY.

FIRST REMEMBER, THE NEA DOES NOT CARE ABOUT YOUR CHILDREN. THEY ONLY CARE ABOUT THE DUES THEY COLLECT AND USING THAT MONEY TO PAY THEMSELVES BIG SALARIES AND TO  CONTROL STATE AND LOCAL GOVERNMENTS TO GARNER EVEN MORE MONEY FROM TAXPAYERS.

For the past year the teachers union has been denying that they are using critical race training in our schools. They have attacked opponents to this poisonous ideology and attempted to hide their divisive actions. 

But now they have finally come clean and are openly endorsing what we have known all along. The unions, and many in their ranks, are indoctrinating our children using race as the defining characteristic. They want to divide Americans by the color of their skin.  How convenient for them.

The unions have pursued an agenda in our inner cities that has lead to extremely poor outcomes for our children. When children graduate after 12 years of schooling without the basic reading, writing and math skills to get and keep an entry level job, we have to examine the schools themselves.

For years the unions and their supporters have tried to shift the focus from their failures to the children themselves.  They claim that because the students are poor, their parents don't support them, they don't have a quiet place to study. etc. , teachers are powerless to help them to learn.  Sadly, teachers unions have done little to accommodate those issues by using new methods and strategies.  Instead they have hired more layers of ineffective dues paying administrators. And the low educational outcomes of children has continued.

Now the unions are conveniently blaming educational disparities on race.  Sure gets them and the Democrats they have helped get elected off the hook! 

They use CRT to hide their failures to provide teachers with strong skills and a responsive teaching framework.   It's their contracts that protect poor teachers, fail to reign in excessive absences, disallow mandatory after school peer development among teachers and load the roster with adults who do not enhance learning.   For union leaders it's so much easier to blame racism than to negotiate contracts that really attack the issue of poor student outcomes.  They may lose dues if they do that. So our children 's futures are sacrificed. 

Lets' not forget that CRT will allow them to hire a whole new level of 'teachers' to promulgate directives on Diversity, Equity and Inclusion.  DEI personnel equal more dues!

Of course, Democrat politicians are more than happy to climb on the racism bandwagon.  That makes parents forget the sanctuary city policies they have adopted.  

The Boston Globe recently reported that RI Democrat politicians and their operatives searched out an additional 40,000 illegal immigrants for the census in order to protect our 2 congressional seats.   That allows them to consolidate and hold on to their power, but has it been good for the immigrants who have come here legally? 

 Is it good for our schools to have the constant disruption of children who speak poor English or have little prior schooling?  It is good for legal immigrants to compete with illegals for jobs? All those extra children increase the costs of schooling, that leads to higher property taxes and higher rents...does that help our schools? 
But union officials and their Democrat politicians don't want anyone connecting those dots...so they blame their bad policies and their bad leadership on racism.  They are intent on indoctrinating a whole generation of our children into their poisonous ideology.  

The NEA has gone from denying Critical Race Training to openly embracing it.   This is bad for our children and our country.   

Parents and concerned community members must step up and take control of their town councils and school committees.  The future is at stake.  

https://www.dailywire.com/news/nations-largest-teachers-union-says-it-will-teach-critical-race-theory-in-all-50-states-1400-school-districts?utm_campaign=dw_newsletter&utm_medium=email&utm_source=housefile&utm_content=non_member. "
