theme	top_25_tweets
EconomicAdvantagesOfRenewableEnergy	"🌱 Excited to share how we're continuing Farm In A Box at NMSU Grants Campus
https://tristate.coop/tri-state-support-farm-box-continues-new-mexico-state-university-grants 

🌱 Electric Power Research Institute (EPRI) agricultural pod, located at NMSU’s Center of Excellence in Sustainable Food and Agricultural Systems in Grants, gives students the ability to produce various year-round crops, such as lettuce, kale, arugula herbs, flowers, carrots and radishes. It also will help educate students about agriculture, energy use, water use, light use, temperatures for growing crops, and other skills for the future.  

🌱 Tri-State provided funding for the EPRI container-farm project, and a one-time grant to cover costs associated with the indoor food production system and related analysis. Tri-State supported its first agricultural pod through the EPRI program at Moffat County High School in Craig, Colo., which was dedicated in November 2020."
AdvocateForGreenEnergy	Switch your home to a 100% clean energy plan in minutes, help someone in critical need get access to clean drinking water. 
ProtectFromHarmsCausedByFossilFuels	"This morning, the House was supposed to vote on bipartisan legislation to help fund NASA—a bill I supported as a member of the Science, Space, and Technology Committee.

Instead, Democrats decided to gut the bill and replace it with radical legislation that would nationalize our election systems, completely disregard the voter laws states already have in place, and fund political campaigns with billions of taxpayer dollars.

I believe every American citizen should be able to safely and freely make their voice heard at the ballot box, but this legislation is just another attempt by Democrats to destroy our institutions and maintain power in Washington."
AgencyToStopClimateChange	"Duke Energy’s coal-burning power plants are leaking toxic chemicals like arsenic and lithium into Indiana’s groundwater. Instead of cleaning up their mess, Duke has asked state officials to leave millions of tons of coal ash in the ground forever. 

Duke Energy needs to clean up its act in Indiana! Join our effort today."
RenewableEnergyGrowth	"Q: What is a lease sale? 

A: A lease sale is when the government auctions off the rights to extract natural resources on publicly-owned lands or waters. https://ejus.tc/3CnD8AT. "
GreenEnergySavesMoney	Because renewable energy installations generate power from free, unlimited resources, like the wind or sun, that are present everywhere, they make our electric grid more flexible and more reliable. Read more: https://bit.ly/3ltzEHW. 
ClimateActionDonation	10 States could lose state birds due to climate change.
LegislatorsMustActAgainstClimateChange	"The left is currently trying to enact legislation that would make Washington D.C. a state. This would give them two Senators as well as votes in the electoral college. With D.C. being almost 100% liberal, this would not be good for the Republican Party. 

Is the left allowed to do this? NO! What Democrats are trying to do is UNCONSTITUTIONAL. They are trying to do anything in their power to make sure that Republicans NEVER have control again. DONATE to the North Carolina Republican Party TODAY and you can help put a stop to D.C. statehood! #NCGOP #Republican ⬇️ ⬇️ ⬇️. "
StopOilPollution	"Be a voice for animals who cannot speak for themselves. As climate change destroys their homes, threatened wildlife are only becoming more vulnerable.

Consider making a monthly gift to save imperiled animals."
RenewableEnergyGrowth	"As we continue our review of 2021, we want to look back at one of our biggest projects completed, our MET Mast Towers! They were installed in November 2021, completing phase two of Anpetu Wi Wind Farm. These towers will measure the wind characteristics on our land for 18-24 months, and they are an extremely important part of realizing the wind farm. 

As always, if you want to find out more about our wind farm, visit AnpetuWi.com for the details!"
NeedQuickResponseForClimateCrisis	Even if you agree with every executive action that's been taken in WA over the last two years, you should support Emergency Powers reform-- here's why in less than 60 seconds... #EmergencyPowers. 
AntiWoke	Several scientists have gone on record saying that while climate change is real, the doomsday scenarios are not.
AdvocateForGreenEnergy	The cement and concrete industry is committed to achieving carbon neutrality – learn more about how cement production is becoming more and more sustainable at shapedbyconcrete.com. 
OilCreatesJobs	"🇮🇱 Zion Oil & Gas on your TV *tomorrow night*

Zion Oil & Gas will be highlighted on ""Insights: Israel & The Middle East"" broadcast on TBN Thursday Night (June 24) at 9:30p ET / 8:30p CT / 7:30p MT / 6:30p PT.

Learn more: https://www.zionoil.com/updates/zion-oil-gas-on-your-tv-thursday-night-june-24/. "
GreenEnergySavesMoney	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec updates us on the First Lady Jill Biden asking if a VP can be removed, discusses how Black Rock loves China, what major accident happened at an Army base, and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Isabel Brown, Leyla Pirnie, Drew Hernandez, and Laura Spears who will talk about Enes Kanter slamming the CCP, TPUSA's Professor Watchlist, Loudoun County and more!

Real America host Graham Allen covers the scariest moments from this past week and watch Benny on the Block with Benny Johnson for this Halloween special! 

We will wrap up the show with POPlitics with Alex Clark as she dives into another pop culture documentary involving the WACO Siege."
RenewableEnergyGrowth	In the first two decades after its release, methane is 84 times more potent than carbon dioxide. We’ve uncovered practical, cost-effective solutions that are possible now, and we're driving innovation to develop new ones.
AdvocateForGreenEnergy	"Our goal at SAGE is to inspire all to live according to natural law, benefitting seven generations to come. But what does it mean to live according to natural law? It means to respect and observe the physical existence and spiritual existence of all aspects of the world as we do our own. The respect of individual, family, community and nations of beings and natural forces that we exist with and not dominate. 

#IndigenousVoices #RenewableEnergy #StandingRock #SAGESRST #CommunityDevelopment #AnpetuWi #SRST #FourWinds #IndigenousPeople. "
